United States,0,3948350
United States,1,3962123
United States,2,3957772
United States,3,4005190
United States,4,4003448
United States,5,4004858
United States,6,4134352
United States,7,4154000
United States,8,4119524
United States,9,4106832
United States,10,4115254
United States,11,4085636
United States,12,4068790
United States,13,4169346
United States,14,4232480
United States,15,4163723
United States,16,4167234
United States,17,4184077
United States,18,4209973
United States,19,4274100
United States,20,4353919
United States,21,4418106
United States,22,4537358
United States,23,4625145
United States,24,4622549
United States,25,4445674
United States,26,4345824
United States,27,4276071
United States,28,4298220
United States,29,4337242
United States,30,4204555
United States,31,4274545
United States,32,4279181
United States,33,4238291
United States,34,4327332
United States,35,4060723
United States,36,3983377
United States,37,3944638
United States,38,3831675
United States,39,3954384
United States,40,3834416
United States,41,3896141
United States,42,4076296
United States,43,4313988
United States,44,4373174
United States,45,4148659
United States,46,4065488
United States,47,4072981
United States,48,4151130
United States,49,4402564
United States,50,4486171
United States,51,4484514
United States,52,4477147
United States,53,4533392
United States,54,4572917
United States,55,4420322
United States,56,4394523
United States,57,4346438
United States,58,4191151
United States,59,4155005
United States,60,3985150
United States,61,3834276
United States,62,3685772
United States,63,3572353
United States,64,3488075
United States,65,3384449
United States,66,3347776
United States,67,3485502
United States,68,2572527
United States,69,2535012
United States,70,2466485
United States,71,2519748
United States,72,2194234
United States,73,2002191
United States,74,1890366
United States,75,1774697
United States,76,1694648
United States,77,1557239
United States,78,1481505
United States,79,1414235
United States,80,1264072
United States,81,1216009
United States,82,1153634
United States,83,1090465
United States,84,1036186
United States,85,6162231
Alabama,0,57854
Alabama,1,58028
Alabama,2,58953
Alabama,3,59449
Alabama,4,60421
Alabama,5,60219
Alabama,6,62116
Alabama,7,62265
Alabama,8,61528
Alabama,9,60922
Alabama,10,61414
Alabama,11,60933
Alabama,12,61672
Alabama,13,64515
Alabama,14,65920
Alabama,15,64079
Alabama,16,64179
Alabama,17,63098
Alabama,18,61614
Alabama,19,64161
Alabama,20,66698
Alabama,21,67785
Alabama,22,70476
Alabama,23,73222
Alabama,24,72144
Alabama,25,66622
Alabama,26,63371
Alabama,27,61062
Alabama,28,60959
Alabama,29,61712
Alabama,30,59781
Alabama,31,61262
Alabama,32,61136
Alabama,33,61704
Alabama,34,63213
Alabama,35,59431
Alabama,36,58927
Alabama,37,58246
Alabama,38,56406
Alabama,39,58461
Alabama,40,57706
Alabama,41,59310
Alabama,42,62236
Alabama,43,65918
Alabama,44,64930
Alabama,45,61256
Alabama,46,59894
Alabama,47,60249
Alabama,48,62444
Alabama,49,66948
Alabama,50,68091
Alabama,51,68031
Alabama,52,68616
Alabama,53,69675
Alabama,54,69909
Alabama,55,67878
Alabama,56,67801
Alabama,57,68333
Alabama,58,65940
Alabama,59,65223
Alabama,60,63001
Alabama,61,60199
Alabama,62,58270
Alabama,63,56669
Alabama,64,56038
Alabama,65,55261
Alabama,66,54898
Alabama,67,57098
Alabama,68,41922
Alabama,69,41810
Alabama,70,41038
Alabama,71,41973
Alabama,72,36239
Alabama,73,33277
Alabama,74,31912
Alabama,75,30104
Alabama,76,28866
Alabama,77,26169
Alabama,78,24935
Alabama,79,23584
Alabama,80,20782
Alabama,81,19703
Alabama,82,18311
Alabama,83,16703
Alabama,84,15780
Alabama,85,83567
Alaska,0,11157
Alaska,1,11048
Alaska,2,10713
Alaska,3,11413
Alaska,4,10377
Alaska,5,10536
Alaska,6,10640
Alaska,7,10352
Alaska,8,10418
Alaska,9,9987
Alaska,10,9970
Alaska,11,9915
Alaska,12,9844
Alaska,13,9798
Alaska,14,10255
Alaska,15,10065
Alaska,16,9944
Alaska,17,10111
Alaska,18,9424
Alaska,19,8844
Alaska,20,9641
Alaska,21,10272
Alaska,22,11288
Alaska,23,12220
Alaska,24,12081
Alaska,25,11668
Alaska,26,11542
Alaska,27,11269
Alaska,28,11183
Alaska,29,11170
Alaska,30,10962
Alaska,31,10764
Alaska,32,10436
Alaska,33,9948
Alaska,34,9993
Alaska,35,9018
Alaska,36,8970
Alaska,37,8539
Alaska,38,8107
Alaska,39,8483
Alaska,40,8193
Alaska,41,8087
Alaska,42,8469
Alaska,43,8879
Alaska,44,9391
Alaska,45,8762
Alaska,46,8514
Alaska,47,8745
Alaska,48,8801
Alaska,49,9813
Alaska,50,9987
Alaska,51,10276
Alaska,52,10491
Alaska,53,10509
Alaska,54,10917
Alaska,55,10312
Alaska,56,10277
Alaska,57,10434
Alaska,58,9822
Alaska,59,10114
Alaska,60,9567
Alaska,61,8892
Alaska,62,8389
Alaska,63,7751
Alaska,64,7447
Alaska,65,7011
Alaska,66,6338
Alaska,67,6369
Alaska,68,4653
Alaska,69,4644
Alaska,70,4149
Alaska,71,4059
Alaska,72,3484
Alaska,73,3116
Alaska,74,2783
Alaska,75,2401
Alaska,76,2287
Alaska,77,2044
Alaska,78,1867
Alaska,79,1716
Alaska,80,1517
Alaska,81,1405
Alaska,82,1303
Alaska,83,1225
Alaska,84,1111
Alaska,85,5931
Arizona,0,85876
Arizona,1,85845
Arizona,2,85064
Arizona,3,85368
Arizona,4,88735
Arizona,5,89584
Arizona,6,93286
Arizona,7,94257
Arizona,8,92781
Arizona,9,91801
Arizona,10,90290
Arizona,11,91257
Arizona,12,89854
Arizona,13,92426
Arizona,14,93347
Arizona,15,90592
Arizona,16,90421
Arizona,17,90906
Arizona,18,90768
Arizona,19,91037
Arizona,20,91472
Arizona,21,93293
Arizona,22,96536
Arizona,23,102029
Arizona,24,100155
Arizona,25,94399
Arizona,26,90338
Arizona,27,86973
Arizona,28,86884
Arizona,29,88872
Arizona,30,86418
Arizona,31,88150
Arizona,32,89086
Arizona,33,88203
Arizona,34,90222
Arizona,35,84090
Arizona,36,82482
Arizona,37,81942
Arizona,38,80261
Arizona,39,83856
Arizona,40,80800
Arizona,41,80066
Arizona,42,83394
Arizona,43,87158
Arizona,44,88584
Arizona,45,82829
Arizona,46,80714
Arizona,47,78729
Arizona,48,79343
Arizona,49,84623
Arizona,50,85704
Arizona,51,85905
Arizona,52,86338
Arizona,53,86434
Arizona,54,87988
Arizona,55,84606
Arizona,56,84493
Arizona,57,83743
Arizona,58,80906
Arizona,59,80781
Arizona,60,78712
Arizona,61,76953
Arizona,62,74841
Arizona,63,74315
Arizona,64,74512
Arizona,65,74319
Arizona,66,76565
Arizona,67,79570
Arizona,68,60331
Arizona,69,60320
Arizona,70,60078
Arizona,71,61165
Arizona,72,53857
Arizona,73,49497
Arizona,74,46784
Arizona,75,43693
Arizona,76,41493
Arizona,77,37888
Arizona,78,35592
Arizona,79,33291
Arizona,80,29131
Arizona,81,28013
Arizona,82,26256
Arizona,83,24455
Arizona,84,23147
Arizona,85,124772
Arkansas,0,37936
Arkansas,1,38151
Arkansas,2,38827
Arkansas,3,38481
Arkansas,4,38226
Arkansas,5,38748
Arkansas,6,40033
Arkansas,7,40491
Arkansas,8,39952
Arkansas,9,39659
Arkansas,10,39366
Arkansas,11,39187
Arkansas,12,38646
Arkansas,13,39891
Arkansas,14,40390
Arkansas,15,39616
Arkansas,16,39691
Arkansas,17,39728
Arkansas,18,38228
Arkansas,19,38394
Arkansas,20,39963
Arkansas,21,40452
Arkansas,22,41830
Arkansas,23,43341
Arkansas,24,42409
Arkansas,25,40174
Arkansas,26,38433
Arkansas,27,37405
Arkansas,28,37532
Arkansas,29,37978
Arkansas,30,37461
Arkansas,31,38161
Arkansas,32,38417
Arkansas,33,38506
Arkansas,34,39502
Arkansas,35,36778
Arkansas,36,36165
Arkansas,37,35788
Arkansas,38,34707
Arkansas,39,36151
Arkansas,40,34785
Arkansas,41,35398
Arkansas,42,36680
Arkansas,43,38525
Arkansas,44,38256
Arkansas,45,36123
Arkansas,46,35249
Arkansas,47,35218
Arkansas,48,36186
Arkansas,49,39322
Arkansas,50,40534
Arkansas,51,40861
Arkansas,52,40037
Arkansas,53,40882
Arkansas,54,40918
Arkansas,55,39760
Arkansas,56,39494
Arkansas,57,39346
